bacteria,huth,huth_abundance,total_sample_depth,relative_abundance,analysis,sample
Sutterellaceae,hutH,172.6,62028459.7,2.782593680945458e-06,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,1040.0,62028459.7,1.6766497266415272e-05,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,989.2,62028459.7,1.5947518361478837e-05,MGYA00721926,ERZ650701
Rikenellaceae,hutH,889.0,62028459.7,1.4332130836387671e-05,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,984.2,62028459.7,1.5866910201544147e-05,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,975.3,62028459.7,1.57234276768604e-05,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,988.0,62028459.7,1.592817240309451e-05,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,997.7,62028459.7,1.6084552233367806e-05,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,988.4,62028459.7,1.5934621055889286e-05,MGYA00721926,ERZ650701
Porphyromonadaceae,hutH,984.2,62028459.7,1.5866910201544147e-05,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,988.4,62028459.7,1.5934621055889286e-05,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,768.5,62028459.7,1.238947418196167e-05,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,220.7,62028459.7,3.558044179517164e-06,MGYA00721926,ERZ650701
Sutterellaceae,hutH,523.9,62028459.7,8.446122997956694e-06,MGYA00721926,ERZ650701
Bacteroidaceae,hutH,1043.5,102905455.89999999,1.0140375851539278e-05,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,1040.0,102905455.89999999,1.0106364049449784e-05,MGYA00721927,ERZ650700
Oscillospiraceae,hutH,981.1,102905455.89999999,9.533994008572291e-06,MGYA00721927,ERZ650700
Porphyromonadaceae,hutH,962.2,102905455.89999999,9.350330277289022e-06,MGYA00721927,ERZ650700
Paenibacillaceae,hutH,111.7,102905455.89999999,1.0854623695418662e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,506.1,102905455.89999999,4.9181065821409e-06,MGYA00721927,ERZ650700
Clostridiales incertae sedis,hutH,590.9,102905455.89999999,5.74216395848065e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,465.3,102905455.89999999,4.521626146354792e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,986.9,102905455.89999999,9.590356423463453e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,817.4,102905455.89999999,7.943213436557936e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,337.4,102905455.89999999,3.278737721427266e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,870.9,102905455.89999999,8.463108125640208e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,503.8,102905455.89999999,4.895755969339231e-06,MGYA00721927,ERZ650700
Porphyromonadaceae,hutH,984.2,102905455.89999999,9.564118747565844e-06,MGYA00721927,ERZ650700
Rikenellaceae,hutH,889.8,102905455.89999999,8.646771856923477e-06,MGYA00721927,ERZ650700
Clostridiales incertae sedis,hutH,635.2,102905455.89999999,6.172656196356253e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,984.2,102905455.89999999,9.564118747565844e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH1,251.9,102905455.89999999,2.4478779846696156e-06,MGYA00721927,ERZ650700
Rikenellaceae,hutH,977.6,102905455.89999999,9.499982206482797e-06,MGYA00721927,ERZ650700
Oscillospiraceae,hutH,790.8,102905455.89999999,7.684723740677777e-06,MGYA00721927,ERZ650700
Firmicutes,hutH,633.6,102905455.89999999,6.157107943972483e-06,MGYA00721927,ERZ650700
Firmicutes,hutH,679.9,102905455.89999999,6.607035497327796e-06,MGYA00721927,ERZ650700
Porphyromonadaceae,hutH,944.1,102905455.89999999,9.174440672197635e-06,MGYA00721927,ERZ650700
Synergistetes,hutH,675.6,102905455.89999999,6.565249569046417e-06,MGYA00721927,ERZ650700
Porphyromonadaceae,hutH,978.4,102905455.89999999,9.50775633267468e-06,MGYA00721927,ERZ650700
Clostridiales incertae sedis,hutH,626.7,102905455.89999999,6.0900561055674806e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,988.0,102905455.89999999,9.601045846977294e-06,MGYA00721927,ERZ650700
Oscillospiraceae,hutH,1013.4,102905455.89999999,9.847874353569624e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,986.5,102905455.89999999,9.58646936036751e-06,MGYA00721927,ERZ650700
Bacillus,hutH,523.9,102905455.89999999,5.091080889910328e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,1023.1,102905455.89999999,9.942135633646225e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,597.8,102905455.89999999,5.809215796885654e-06,MGYA00721927,ERZ650700
unclassified Burkholderiales,hutH,127.1,102905455.89999999,1.2351142987356418e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,703.4,102905455.89999999,6.835400454214401e-06,MGYA00721927,ERZ650700
Porphyromonadaceae,hutH,307.0,102905455.89999999,2.983320926135657e-06,MGYA00721927,ERZ650700
Clostridiales incertae sedis,hutH,156.8,102905455.89999999,1.523728733609352e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,455.3,102905455.89999999,4.424449568956237e-06,MGYA00721927,ERZ650700
unclassified Burkholderiales,hutH,373.6,102905455.89999999,3.6305169316100377e-06,MGYA00721927,ERZ650700
unclassified Burkholderiales,hutH,373.2,102905455.89999999,3.6266298685140953e-06,MGYA00721927,ERZ650700
Blautia,hutH,362.8,102905455.89999999,3.5255662280195974e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,354.0,102905455.89999999,3.4400508399088684e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,148.7,102905455.89999999,1.4450157059165219e-06,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,612.5,48748647.5,1.2564451147080541e-05,MGYA00721929,ERZ650699
Porphyromonadaceae,hutH,206.1,48748647.5,4.227809602307428e-06,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,84.7,48748647.5,1.7374841014819951e-06,MGYA00721929,ERZ650699
Porphyromonadaceae,hutH,362.5,48748647.5,7.436103740108892e-06,MGYA00721929,ERZ650699
Rikenellaceae,hutH,369.8,48748647.5,7.5858514843924645e-06,MGYA00721929,ERZ650699
Oscillospiraceae,hutH,207.6,48748647.5,4.258579686749258e-06,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,989.2,48748647.5,2.0291845019905424e-05,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,1037.7,48748647.5,2.1286744416857925e-05,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,990.3,48748647.5,2.0314409748496098e-05,MGYA00721929,ERZ650699
Bacteroidia,hutH,877.1,48748647.5,1.7992294042619338e-05,MGYA00721929,ERZ650699
Oscillospiraceae,hutH,823.9,48748647.5,1.6900981714415768e-05,MGYA00721929,ERZ650699
Clostridiaceae,hutH,365.5,48748647.5,7.497643908992552e-06,MGYA00721929,ERZ650699
Porphyromonadaceae,hutH,978.4,48748647.5,2.0070300411924248e-05,MGYA00721929,ERZ650699
Rikenellaceae,hutH,973.4,48748647.5,1.9967733463784815e-05,MGYA00721929,ERZ650699
Oscillospiraceae,hutH,703.0,48748647.5,1.442091290840428e-05,MGYA00721929,ERZ650699
Oscillospiraceae,hutH,284.3,48748647.5,5.83195667120816e-06,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,97.1,48748647.5,1.9918501328677885e-06,MGYA00721929,ERZ650699
Porphyromonadaceae,hutH,978.0,48748647.5,2.0062095056073095e-05,MGYA00721929,ERZ650699
Enterobacter,hutH,956.1,75153342.8,1.272198899448023e-05,MGYA00721930,ERZ650698
Bifidobacteriales,hutH,472.2,75153342.8,6.283153648356411e-06,MGYA00721930,ERZ650698
Blautia,hutH,705.7,75153342.8,9.390134539697415e-06,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,741.5,75153342.8,9.866493922609654e-06,MGYA00721930,ERZ650698
Bifidobacteriales,hutH,374.4,75153342.8,4.981814328557053e-06,MGYA00721930,ERZ650698
Porphyromonadaceae,hutH,348.2,75153342.8,4.633193774582173e-06,MGYA00721930,ERZ650698
Peptostreptococcaceae,hutH,321.2,75153342.8,4.273928318195848e-06,MGYA00721930,ERZ650698
Bacteria,hutH,330.5,75153342.8,4.397675308728915e-06,MGYA00721930,ERZ650698
Betaproteobacteria,hutH,657.9,75153342.8,8.754101620613474e-06,MGYA00721930,ERZ650698
Sutterellaceae,hutH,855.1,75153342.8,1.1378070065035085e-05,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,984.9,75153342.8,1.3105205481292311e-05,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,981.9,75153342.8,1.3065287097249385e-05,MGYA00721930,ERZ650698
Porphyromonadaceae,hutH,984.2,75153342.8,1.3095891191682295e-05,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,987.6,75153342.8,1.3141132026930944e-05,MGYA00721930,ERZ650698
Rahnella,hutH,914.8,75153342.8,1.2172445907489294e-05,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,985.7,75153342.8,1.3115850383703758e-05,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,1043.9,75153342.8,1.3890267034136506e-05,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,1036.9,75153342.8,1.3797124138036348e-05,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,986.5,75153342.8,1.3126495286115204e-05,MGYA00721930,ERZ650698
Gammaproteobacteria,hutH1,948.7,75153342.8,1.262352364717435e-05,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,993.4,75153342.8,1.3218307569413932e-05,MGYA00721930,ERZ650698
Gammaproteobacteria,hutH,970.7,75999693.8,1.2772419880460098e-05,MGYA00721931,ERZ650697
Enterobacter,hutH,976.9,75999693.8,1.2853999156507128e-05,MGYA00721931,ERZ650697
Lachnoclostridium,hutH,348.6,75999693.8,4.586860585483044e-06,MGYA00721931,ERZ650697
Firmicutes,hutH,473.8,75999693.8,6.234235643723081e-06,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,982.2,75999693.8,1.292373627957959e-05,MGYA00721931,ERZ650697
Bacteria,hutH,759.6,75999693.8,9.994777110536202e-06,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,792.7,75999693.8,1.0430305181045348e-05,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,262.7,75999693.8,3.4565928737991836e-06,MGYA00721931,ERZ650697
Firmicutes,hutH,391.3,75999693.8,5.148704954387593e-06,MGYA00721931,ERZ650697
Enterobacter,hutH,475.7,75999693.8,6.25923574444717e-06,MGYA00721931,ERZ650697
Peptostreptococcaceae,hutH,383.6,75999693.8,5.047388756716281e-06,MGYA00721931,ERZ650697
Porphyromonadaceae,hutH,978.0,75999693.8,1.2868472899031601e-05,MGYA00721931,ERZ650697
Gammaproteobacteria,hutH1,979.2,75999693.8,1.2884262436331027e-05,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,1042.3,75999693.8,1.3714528939325805e-05,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,981.5,75999693.8,1.2914525716154925e-05,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,979.5,75999693.8,1.2888209820655883e-05,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,1004.2,75999693.8,1.3213211130069054e-05,MGYA00721931,ERZ650697
Rikenellaceae,hutH,976.5,75999693.8,1.284873597740732e-05,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,969.5,75999693.8,1.2756630343160673e-05,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,85.9,75999693.8,1.1302677116838595e-06,MGYA00721931,ERZ650697
Porphyromonadaceae,hutH,978.4,75999693.8,1.287373607813141e-05,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,988.4,75999693.8,1.300531555562662e-05,MGYA00721931,ERZ650697
Oscillospiraceae,hutH,593.2,75999693.8,7.805294605015897e-06,MGYA00721931,ERZ650697
Betaproteobacteria,hutH,808.9,75999693.8,1.064346393458759e-05,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,115.2,75999693.8,1.5157955807448268e-06,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,989.2,75999693.8,1.3015841913826237e-05,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,986.1,75999693.8,1.2975052275802722e-05,MGYA00721931,ERZ650697
Oscillospiraceae,hutH,1012.3,75999693.8,1.3319790506840174e-05,MGYA00721931,ERZ650697
Bacteroidia,hutH,266.2,75999693.8,3.5026456909225075e-06,MGYA00721931,ERZ650697
Bacteria,hutH,827.4,75999693.8,1.0886885967953729e-05,MGYA00721931,ERZ650697
Rikenellaceae,hutH,708.0,75999693.8,9.315827006660913e-06,MGYA00721931,ERZ650697
Rikenellaceae,hutH,253.4,75999693.8,3.334223959728638e-06,MGYA00721931,ERZ650697
Bacteroidia,hutH,995.0,75999693.8,1.309215801077346e-05,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,891.0,123322681.30000001,7.224948327489859e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,1040.0,123322681.30000001,8.433160786295682e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,949.5,123322681.30000001,7.699313621718992e-06,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,984.2,123322681.30000001,7.980689274877126e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,973.0,123322681.30000001,7.88987062025548e-06,MGYA00721932,ERZ650696
Synergistetes,hutH1,649.8,123322681.30000001,5.269103729745129e-06,MGYA00721932,ERZ650696
Synergistetes,hutH1,657.9,123322681.30000001,5.334785078176855e-06,MGYA00721932,ERZ650696
Synergistetes,hutH1,671.0,123322681.30000001,5.4410104688503876e-06,MGYA00721932,ERZ650696
Synergistetes,hutH1,716.5,123322681.30000001,5.809961253250824e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,912.9,123322681.30000001,7.40253123250897e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH1,250.8,123322681.30000001,2.0336891588489976e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,917.9,123322681.30000001,7.443075274750776e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,1023.1,123322681.30000001,8.296121923518378e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,989.2,123322681.30000001,8.021233317118933e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,909.1,123322681.30000001,7.371717760405198e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,649.8,123322681.30000001,5.269103729745129e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,987.3,123322681.30000001,8.005826581067045e-06,MGYA00721932,ERZ650696
unclassified Burkholderiales,hutH,88.2,123322681.30000001,7.151969051454608e-07,MGYA00721932,ERZ650696
unclassified Burkholderiales,hutH,969.5,123322681.30000001,7.861489790686216e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,936.4,123322681.30000001,7.593088231045459e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,988.0,123322681.30000001,8.011502746980899e-06,MGYA00721932,ERZ650696
Lachnoclostridium,hutH,307.0,123322681.30000001,2.4894041936468987e-06,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,146.0,123322681.30000001,1.18388603346074e-06,MGYA00721932,ERZ650696
Lachnoclostridium,hutH,814.7,123322681.30000001,6.606246242879897e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,244.6,123322681.30000001,1.9834145464691575e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,568.2,123322681.30000001,4.607424960358853e-06,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,263.1,123322681.30000001,2.1334275027638406e-06,MGYA00721932,ERZ650696
Synergistetes,hutH1,838.2,123322681.30000001,6.796803241416386e-06,MGYA00721932,ERZ650696
Synergistetes,hutH1,223.8,123322681.30000001,1.8147513307432441e-06,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,981.9,123322681.30000001,7.962039015445894e-06,MGYA00721932,ERZ650696
Bacteroidia,hutH,997.7,123322681.30000001,8.090158188930004e-06,MGYA00721932,ERZ650696
Bifidobacteriales,hutH,991.1,123322681.30000001,8.03664005317082e-06,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,979.9,123322681.30000001,7.945821398549173e-06,MGYA00721932,ERZ650696
Rikenellaceae,hutH,965.3,123322681.30000001,7.827432795203098e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,984.2,123322681.30000001,7.980689274877126e-06,MGYA00721932,ERZ650696
Rikenellaceae,hutH,977.6,123322681.30000001,7.927171139117941e-06,MGYA00721932,ERZ650696
Rikenellaceae,hutH,974.5,123322681.30000001,7.902033832928023e-06,MGYA00721932,ERZ650696
Bacteroidia,hutH,959.9,123322681.30000001,7.783645229581947e-06,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,948.0,123322681.30000001,7.687150409046449e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,985.7,123322681.30000001,7.992852487549669e-06,MGYA00721932,ERZ650696
Bacteria,hutH,827.4,123322681.30000001,6.7092281101740845e-06,MGYA00721932,ERZ650696
unclassified Burkholderiales,hutH,111.7,123322681.30000001,9.057539036819498e-07,MGYA00721932,ERZ650696
Betaproteobacteria,hutH,814.7,123322681.30000001,6.606246242879897e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,976.1,123322681.30000001,7.9150079264454e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,450.3,123322681.30000001,3.6513964442970635e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,132.5,123322681.30000001,1.0744171194078635e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,763.1,123322681.30000001,6.187831726944457e-06,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,172.6,123322681.30000001,1.399580338187149e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,330.9,123322681.30000001,2.683204715562732e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,170.6,123322681.30000001,1.3833627212904264e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,486.5,123322681.30000001,3.94493531012774e-06,MGYA00721932,ERZ650696
Rikenellaceae,hutH,129.8,123322681.30000001,1.0525233365972883e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,481.5,123322681.30000001,3.904391267885934e-06,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,461.8,123322681.30000001,3.7446477414532177e-06,MGYA00721932,ERZ650696
Synergistetes,hutH1,251.1,123322681.30000001,2.0361218013835057e-06,MGYA00721932,ERZ650696
Lachnoclostridium,hutH,292.0,123322681.30000001,2.36777206692148e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,210.7,123322681.30000001,1.7085259400697118e-06,MGYA00721932,ERZ650696
Rikenellaceae,hutH,221.1,123322681.30000001,1.7928575479326687e-06,MGYA00721932,ERZ650696
Rikenellaceae,hutH,387.5,123322681.30000001,3.142163273739978e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,124.8,123322681.30000001,1.011979294355482e-06,MGYA00721932,ERZ650696
Bacteria,hutH,96.3,123322681.30000001,7.808782535771868e-07,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,392.1,123322681.30000001,3.1794637926024396e-06,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,357.5,123322681.30000001,2.8988990202891408e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,144.1,123322681.30000001,1.1684792974088538e-06,MGYA00721932,ERZ650696
Clostridia,hutH,380.9,123322681.30000001,3.0886451379807935e-06,MGYA00721932,ERZ650696
Clostridia,hutH_2,374.4,123322681.30000001,3.035937883066446e-06,MGYA00721932,ERZ650696
Synergistetes,hutH1,360.5,123322681.30000001,2.9232254456342245e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,247.7,123322681.30000001,2.0085518526590776e-06,MGYA00721932,ERZ650696
Synergistetes,hutH,299.7,123322681.30000001,2.4302098919738618e-06,MGYA00721932,ERZ650696
Eubacteriaceae,hutH,216.1,123322681.30000001,1.7523135056908624e-06,MGYA00721932,ERZ650696
Lachnoclostridium,hutH,323.2,123322681.30000001,2.6207668905103504e-06,MGYA00721932,ERZ650696
Oscillospiraceae,hutH,1007.3,113831207.00000001,8.849067198242042e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,1042.7,113831207.00000001,9.160053973599699e-06,MGYA00721934,ERZ650694
Bifidobacteriales,hutH,617.8,113831207.00000001,5.4273341755921104e-06,MGYA00721934,ERZ650694
Porphyromonadaceae,hutH,291.2,113831207.00000001,2.5581737001172266e-06,MGYA00721934,ERZ650694
Porphyromonadaceae,hutH,346.3,113831207.00000001,3.042223737467705e-06,MGYA00721934,ERZ650694
Rikenellaceae,hutH,312.4,113831207.00000001,2.744414367845541e-06,MGYA00721934,ERZ650694
Enterobacter,hutH,955.3,113831207.00000001,8.39225046607825e-06,MGYA00721934,ERZ650694
Betaproteobacteria,hutH,147.1,113831207.00000001,1.2922642557941073e-06,MGYA00721934,ERZ650694
unclassified Burkholderiales,hutH,444.9,113831207.00000001,3.908418541147507e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,78.2,113831207.00000001,6.86982085677085e-07,MGYA00721934,ERZ650694
Porphyromonadaceae,hutH,275.0,113831207.00000001,2.4158577181738922e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,398.7,113831207.00000001,3.5025544444942933e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,1026.5,113831207.00000001,9.017737991656364e-06,MGYA00721934,ERZ650694
Clostridiaceae,hutH,365.5,113831207.00000001,3.2108945308820276e-06,MGYA00721934,ERZ650694
Eubacteriaceae,hutH,640.2,113831207.00000001,5.624116767908821e-06,MGYA00721934,ERZ650694
Synergistetes,hutH,669.1,113831207.00000001,5.8780014517460045e-06,MGYA00721934,ERZ650694
Clostridiales incertae sedis,hutH,632.1,113831207.00000001,5.5529587769371534e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,989.6,113831207.00000001,8.693573810563212e-06,MGYA00721934,ERZ650694
Rikenellaceae,hutH,973.4,113831207.00000001,8.551257828619879e-06,MGYA00721934,ERZ650694
Oscillospiraceae,hutH,822.0,113831207.00000001,7.221218343050688e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,672.5,113831207.00000001,5.90787023807979e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,989.2,113831207.00000001,8.690059835700415e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,625.5,113831207.00000001,5.49497819170098e-06,MGYA00721934,ERZ650694
Bacteroidia,hutH,332.4,113831207.00000001,2.9201131109854607e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,291.2,113831207.00000001,2.5581737001172266e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,804.3,113831207.00000001,7.065724955371859e-06,MGYA00721934,ERZ650694
Clostridiales incertae sedis,hutH,319.7,113831207.00000001,2.8085444090916116e-06,MGYA00721934,ERZ650694
Oscillospiraceae,hutH,92.0,113831207.00000001,8.082142184436293e-07,MGYA00721934,ERZ650694
Clostridiaceae,hutH,298.1,113831207.00000001,2.6187897665004992e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,636.3,113831207.00000001,5.589855512996536e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,219.9,113831207.00000001,1.931807680823414e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,399.4,113831207.00000001,3.5087039005041906e-06,MGYA00721934,ERZ650694
Bacteroidia,hutH,397.5,113831207.00000001,3.4920125199058983e-06,MGYA00721934,ERZ650694
Rikenellaceae,hutH,479.9,113831207.00000001,4.2158913416423665e-06,MGYA00721934,ERZ650694
Clostridiaceae,hutH,300.8,113831207.00000001,2.642509096824388e-06,MGYA00721934,ERZ650694
Eubacteriaceae,hutH,317.8,113831207.00000001,2.79185302849332e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,204.9,113831207.00000001,1.8000336234684745e-06,MGYA00721934,ERZ650694
Bacteroidia,hutH,131.3,113831207.00000001,1.1534622487135712e-06,MGYA00721934,ERZ650694
Blautia,hutH,120.2,113831207.00000001,1.0559494462709158e-06,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,108.2,113831207.00000001,9.50530200386964e-07,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,208.8,86977981.3,2.4006075661818106e-06,MGYA00721935,ERZ650690
Bacteria,hutH,1090.5,86977981.3,1.2537655895216783e-05,MGYA00721935,ERZ650690
Bacteroidaceae,hutH1,251.9,86977981.3,2.8961352774003735e-06,MGYA00721935,ERZ650690
Porphyromonadaceae,hutH,959.5,86977981.3,1.1031527585016508e-05,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,280.4,86977981.3,3.2238044135889824e-06,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,543.5,86977981.3,6.248707912930143e-06,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,783.9,86977981.3,9.012625819587744e-06,MGYA00721935,ERZ650690
Bacteroidia,hutH,380.6,86977981.3,4.375820113452093e-06,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,430.6,86977981.3,4.95067824711632e-06,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,214.2,86977981.3,2.4626922446175467e-06,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,571.6,86977981.3,6.571778184049439e-06,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,574.3,86977981.3,6.602820523267306e-06,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,534.3,86977981.3,6.142934016335925e-06,MGYA00721935,ERZ650690
Bacteroidia,hutH,372.5,86977981.3,4.282693095798488e-06,MGYA00721935,ERZ650690
Synergistetes,hutH,284.6,86977981.3,3.272092496816778e-06,MGYA00721935,ERZ650690
Synergistetes,hutH,285.0,86977981.3,3.2766913618860916e-06,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,422.5,86977981.3,4.8575512294627145e-06,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,404.4,86977981.3,4.649452585076265e-06,MGYA00721935,ERZ650690
Bacilli,hutH,401.0,86977981.3,4.610362231987097e-06,MGYA00721935,ERZ650690
Firmicutes,hutH,634.4,86977981.3,7.293799999931707e-06,MGYA00721935,ERZ650690
Firmicutes,hutH,674.9,86977981.3,7.759435088199731e-06,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,1042.0,86977981.3,1.1980043505562482e-05,MGYA00721935,ERZ650690
Oscillospiraceae,hutH,793.1,86977981.3,9.118399716181962e-06,MGYA00721935,ERZ650690
Porphyromonadaceae,hutH,984.2,86977981.3,1.1315507503046638e-05,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,986.1,86977981.3,1.1337352112125878e-05,MGYA00721935,ERZ650690
Rikenellaceae,hutH,973.4,86977981.3,1.1191338146175164e-05,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,1027.3,86977981.3,1.1811035214265199e-05,MGYA00721935,ERZ650690
Porphyromonadaceae,hutH,978.0,86977981.3,1.1244225094472273e-05,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,259.2,86977981.3,2.9800645649153507e-06,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,522.7,86977981.3,6.0095669293258254e-06,MGYA00721935,ERZ650690
Rikenellaceae,hutH,830.5,86977981.3,9.548393600162804e-06,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,988.0,86977981.3,1.1359196721205117e-05,MGYA00721935,ERZ650690
Porphyromonadaceae,hutH,976.5,86977981.3,1.1226979350462345e-05,MGYA00721935,ERZ650690
